"%Rottgers, R. McKee, D, and Utschig, C, ""Temperature and salinity correction coefficients for light absorption by water in the visible to infrared spectral region"", Opt. Express, 2014";;;;;
% Data of the salinity correction coefficient for the light absorption coefficent of water, PsiS, given for a NaCl solution and artificial seawater (ASW);;;;;
"% s.d., standard deviation; NaN, not determined";;;;;
% remark: data of Fig. 8, for ASW <500 nm not reliable due to contamination problems, data combined with those calculated from reference [21], see paper for details;;;;;
wavelength (nm);wavenumber (1/cm);PsiS (1/m*L/g) NaCl;s.d. (1/m*L/g) NaCl;PsiS (1/m*L/g) ASW;s.d. (1/m*L/g) ASW
wavelength;wavenumber;PsiS;PsiS_std;PsiS_ASW;PsiS_ASW_std
11190;893.655;NaN;NaN;-7.79E+01;NaN
11192;893.495;NaN;NaN;-7.81E+01;NaN
11194;893.336;NaN;NaN;-7.82E+01;NaN
11196;893.176;NaN;NaN;-7.84E+01;NaN
11198;893.017;NaN;NaN;-7.85E+01;NaN
11200;892.857;NaN;NaN;-7.86E+01;NaN
11202;892.698;NaN;NaN;-7.88E+01;NaN
11204;892.538;NaN;NaN;-7.89E+01;NaN
11206;892.379;NaN;NaN;-7.91E+01;NaN
11208;892.22;NaN;NaN;-7.92E+01;NaN
11210;892.061;NaN;NaN;-7.93E+01;NaN
11212;891.902;NaN;NaN;-7.95E+01;NaN
11214;891.742;NaN;NaN;-7.96E+01;NaN
11216;891.583;NaN;NaN;-7.98E+01;NaN
11218;891.424;NaN;NaN;-7.99E+01;NaN
11220;891.266;NaN;NaN;-8.00E+01;NaN
11222;891.107;NaN;NaN;-8.02E+01;NaN
11224;890.948;NaN;NaN;-8.03E+01;NaN
11226;890.789;NaN;NaN;-8.05E+01;NaN
11228;890.631;NaN;NaN;-8.06E+01;NaN
11230;890.472;NaN;NaN;-8.07E+01;NaN
11232;890.313;NaN;NaN;-8.09E+01;NaN
11234;890.155;NaN;NaN;-8.10E+01;NaN
11236;889.996;NaN;NaN;-8.12E+01;NaN
11238;889.838;NaN;NaN;-8.13E+01;NaN
11240;889.68;NaN;NaN;-8.14E+01;NaN
11242;889.521;NaN;NaN;-8.16E+01;NaN
11244;889.363;NaN;NaN;-8.17E+01;NaN
11246;889.205;NaN;NaN;-8.19E+01;NaN
11248;889.047;NaN;NaN;-8.20E+01;NaN
11250;888.889;NaN;NaN;-8.21E+01;NaN
11252;888.731;NaN;NaN;-8.23E+01;NaN
11254;888.573;NaN;NaN;-8.24E+01;NaN
11256;888.415;NaN;NaN;-8.26E+01;NaN
11258;888.257;NaN;NaN;-8.27E+01;NaN
11260;888.099;NaN;NaN;-8.29E+01;NaN
11262;887.942;NaN;NaN;-8.30E+01;NaN
11264;887.784;NaN;NaN;-8.32E+01;NaN
11266;887.626;NaN;NaN;-8.33E+01;NaN
11268;887.469;NaN;NaN;-8.35E+01;NaN
11270;887.311;NaN;NaN;-8.36E+01;NaN
11272;887.154;NaN;NaN;-8.38E+01;NaN
11274;886.997;NaN;NaN;-8.39E+01;NaN
11276;886.839;NaN;NaN;-8.41E+01;NaN
11278;886.682;NaN;NaN;-8.42E+01;NaN
11280;886.525;NaN;NaN;-8.43E+01;NaN
11282;886.368;NaN;NaN;-8.45E+01;NaN
11284;886.211;NaN;NaN;-8.46E+01;NaN
11286;886.054;NaN;NaN;-8.48E+01;NaN
11288;885.897;NaN;NaN;-8.49E+01;NaN
11290;885.74;NaN;NaN;-8.51E+01;NaN
11292;885.583;NaN;NaN;-8.52E+01;NaN
11294;885.426;NaN;NaN;-8.54E+01;NaN
11296;885.269;NaN;NaN;-8.55E+01;NaN
11298;885.112;NaN;NaN;-8.57E+01;NaN
11300;884.956;NaN;NaN;-8.58E+01;NaN
11302;884.799;NaN;NaN;-8.59E+01;NaN
11304;884.643;NaN;NaN;-8.61E+01;NaN
11306;884.486;NaN;NaN;-8.62E+01;NaN
11308;884.33;NaN;NaN;-8.64E+01;NaN
11310;884.173;NaN;NaN;-8.65E+01;NaN
11312;884.017;NaN;NaN;-8.66E+01;NaN
11314;883.861;NaN;NaN;-8.68E+01;NaN
11316;883.704;NaN;NaN;-8.69E+01;NaN
11318;883.548;NaN;NaN;-8.70E+01;NaN
11320;883.392;NaN;NaN;-8.72E+01;NaN
11322;883.236;NaN;NaN;-8.73E+01;NaN
11324;883.08;NaN;NaN;-8.74E+01;NaN
11326;882.924;NaN;NaN;-8.76E+01;NaN
11328;882.768;NaN;NaN;-8.77E+01;NaN
11330;882.613;NaN;NaN;-8.78E+01;NaN
11332;882.457;NaN;NaN;-8.80E+01;NaN
11334;882.301;NaN;NaN;-8.81E+01;NaN
11336;882.145;NaN;NaN;-8.82E+01;NaN
11338;881.99;NaN;NaN;-8.84E+01;NaN
11340;881.834;NaN;NaN;-8.85E+01;NaN
11342;881.679;NaN;NaN;-8.86E+01;NaN
11344;881.523;NaN;NaN;-8.88E+01;NaN
11346;881.368;NaN;NaN;-8.89E+01;NaN
11348;881.213;NaN;NaN;-8.90E+01;NaN
11350;881.057;NaN;NaN;-8.92E+01;NaN
11352;880.902;NaN;NaN;-8.93E+01;NaN
11354;880.747;NaN;NaN;-8.94E+01;NaN
11356;880.592;NaN;NaN;-8.96E+01;NaN
11358;880.437;NaN;NaN;-8.97E+01;NaN
11360;880.282;NaN;NaN;-8.98E+01;NaN
11362;880.127;NaN;NaN;-9.00E+01;NaN
11364;879.972;NaN;NaN;-9.01E+01;NaN
11366;879.817;NaN;NaN;-9.02E+01;NaN
11368;879.662;NaN;NaN;-9.04E+01;NaN
11370;879.507;NaN;NaN;-9.05E+01;NaN
11372;879.353;NaN;NaN;-9.06E+01;NaN
11374;879.198;NaN;NaN;-9.08E+01;NaN
11376;879.044;NaN;NaN;-9.09E+01;NaN
11378;878.889;NaN;NaN;-9.11E+01;NaN
11380;878.735;NaN;NaN;-9.12E+01;NaN
11382;878.58;NaN;NaN;-9.13E+01;NaN
11384;878.426;NaN;NaN;-9.15E+01;NaN
11386;878.272;NaN;NaN;-9.16E+01;NaN
11388;878.117;NaN;NaN;-9.17E+01;NaN
11390;877.963;NaN;NaN;-9.19E+01;NaN
11392;877.809;NaN;NaN;-9.20E+01;NaN
11394;877.655;NaN;NaN;-9.21E+01;NaN
11396;877.501;NaN;NaN;-9.23E+01;NaN
11398;877.347;NaN;NaN;-9.24E+01;NaN
11400;877.193;NaN;NaN;-9.26E+01;NaN
11402;877.039;NaN;NaN;-9.27E+01;NaN
11404;876.885;NaN;NaN;-9.28E+01;NaN
11406;876.732;NaN;NaN;-9.30E+01;NaN
11408;876.578;NaN;NaN;-9.31E+01;NaN
11410;876.424;NaN;NaN;-9.33E+01;NaN
11412;876.271;NaN;NaN;-9.34E+01;NaN
11414;876.117;NaN;NaN;-9.35E+01;NaN
11416;875.964;NaN;NaN;-9.37E+01;NaN
11418;875.81;NaN;NaN;-9.38E+01;NaN
11420;875.657;NaN;NaN;-9.39E+01;NaN
11422;875.503;NaN;NaN;-9.41E+01;NaN
11424;875.35;NaN;NaN;-9.42E+01;NaN
11426;875.197;NaN;NaN;-9.44E+01;NaN
11428;875.044;NaN;NaN;-9.45E+01;NaN
11430;874.891;NaN;NaN;-9.46E+01;NaN
11432;874.738;NaN;NaN;-9.48E+01;NaN
11434;874.585;NaN;NaN;-9.49E+01;NaN
11436;874.432;NaN;NaN;-9.51E+01;NaN
11438;874.279;NaN;NaN;-9.52E+01;NaN
11440;874.126;NaN;NaN;-9.53E+01;NaN
11442;873.973;NaN;NaN;-9.55E+01;NaN
11444;873.82;NaN;NaN;-9.56E+01;NaN
11446;873.668;NaN;NaN;-9.57E+01;NaN
11448;873.515;NaN;NaN;-9.59E+01;NaN
11450;873.362;NaN;NaN;-9.60E+01;NaN
11452;873.21;NaN;NaN;-9.62E+01;NaN
11454;873.057;NaN;NaN;-9.63E+01;NaN
11456;872.905;NaN;NaN;-9.64E+01;NaN
11458;872.753;NaN;NaN;-9.66E+01;NaN
11460;872.6;NaN;NaN;-9.67E+01;NaN
11462;872.448;NaN;NaN;-9.68E+01;NaN
11464;872.296;NaN;NaN;-9.70E+01;NaN
11466;872.144;NaN;NaN;-9.71E+01;NaN
11468;871.992;NaN;NaN;-9.73E+01;NaN
11470;871.84;NaN;NaN;-9.74E+01;NaN
11472;871.688;NaN;NaN;-9.75E+01;NaN
11474;871.536;NaN;NaN;-9.77E+01;NaN
11476;871.384;NaN;NaN;-9.78E+01;NaN
11478;871.232;NaN;NaN;-9.80E+01;NaN
11480;871.08;NaN;NaN;-9.81E+01;NaN
11482;870.928;NaN;NaN;-9.82E+01;NaN
11484;870.777;NaN;NaN;-9.84E+01;NaN
11486;870.625;NaN;NaN;-9.85E+01;NaN
11488;870.474;NaN;NaN;-9.86E+01;NaN
11490;870.322;NaN;NaN;-9.88E+01;NaN
11492;870.171;NaN;NaN;-9.89E+01;NaN
11494;870.019;NaN;NaN;-9.90E+01;NaN
11496;869.868;NaN;NaN;-9.92E+01;NaN
11498;869.716;NaN;NaN;-9.93E+01;NaN
11500;869.565;NaN;NaN;-9.94E+01;NaN
11502;869.414;NaN;NaN;-9.96E+01;NaN
11504;869.263;NaN;NaN;-9.97E+01;NaN
11506;869.112;NaN;NaN;-9.98E+01;NaN
11508;868.961;NaN;NaN;-9.99E+01;NaN
11510;868.81;NaN;NaN;-1.00E+02;NaN
11512;868.659;NaN;NaN;-1.00E+02;NaN
11514;868.508;NaN;NaN;-1.00E+02;NaN
11516;868.357;NaN;NaN;-1.00E+02;NaN
11518;868.206;NaN;NaN;-1.01E+02;NaN
11520;868.056;NaN;NaN;-1.01E+02;NaN
11522;867.905;NaN;NaN;-1.01E+02;NaN
11524;867.754;NaN;NaN;-1.01E+02;NaN
11526;867.604;NaN;NaN;-1.01E+02;NaN
11528;867.453;NaN;NaN;-1.01E+02;NaN
11530;867.303;NaN;NaN;-1.01E+02;NaN
11532;867.152;NaN;NaN;-1.01E+02;NaN
11534;867.002;NaN;NaN;-1.02E+02;NaN
11536;866.852;NaN;NaN;-1.02E+02;NaN
11538;866.701;NaN;NaN;-1.02E+02;NaN
11540;866.551;NaN;NaN;-1.02E+02;NaN
11542;866.401;NaN;NaN;-1.02E+02;NaN
11544;866.251;NaN;NaN;-1.02E+02;NaN
11546;866.101;NaN;NaN;-1.02E+02;NaN
11548;865.951;NaN;NaN;-1.02E+02;NaN
11550;865.801;NaN;NaN;-1.03E+02;NaN
11552;865.651;NaN;NaN;-1.03E+02;NaN
11554;865.501;NaN;NaN;-1.03E+02;NaN
11556;865.351;NaN;NaN;-1.03E+02;NaN
11558;865.202;NaN;NaN;-1.03E+02;NaN
11560;865.052;NaN;NaN;-1.03E+02;NaN
11562;864.902;NaN;NaN;-1.03E+02;NaN
11564;864.753;NaN;NaN;-1.03E+02;NaN
11566;864.603;NaN;NaN;-1.04E+02;NaN
11568;864.454;NaN;NaN;-1.04E+02;NaN
11570;864.304;NaN;NaN;-1.04E+02;NaN
11572;864.155;NaN;NaN;-1.04E+02;NaN
11574;864.006;NaN;NaN;-1.04E+02;NaN
11576;863.856;NaN;NaN;-1.04E+02;NaN
11578;863.707;NaN;NaN;-1.04E+02;NaN
11580;863.558;NaN;NaN;-1.05E+02;NaN
11582;863.409;NaN;NaN;-1.05E+02;NaN
11584;863.26;NaN;NaN;-1.05E+02;NaN
11586;863.111;NaN;NaN;-1.05E+02;NaN
11588;862.962;NaN;NaN;-1.05E+02;NaN
11590;862.813;NaN;NaN;-1.05E+02;NaN
11592;862.664;NaN;NaN;-1.05E+02;NaN
11594;862.515;NaN;NaN;-1.05E+02;NaN
11596;862.366;NaN;NaN;-1.05E+02;NaN
11598;862.218;NaN;NaN;-1.06E+02;NaN
11600;862.069;NaN;NaN;-1.06E+02;NaN
11602;861.92;NaN;NaN;-1.06E+02;NaN
11604;861.772;NaN;NaN;-1.06E+02;NaN
11606;861.623;NaN;NaN;-1.06E+02;NaN
11608;861.475;NaN;NaN;-1.06E+02;NaN
11610;861.326;NaN;NaN;-1.06E+02;NaN
11612;861.178;NaN;NaN;-1.06E+02;NaN
11614;861.03;NaN;NaN;-1.06E+02;NaN
11616;860.882;NaN;NaN;-1.07E+02;NaN
11618;860.733;NaN;NaN;-1.07E+02;NaN
11620;860.585;NaN;NaN;-1.07E+02;NaN
11622;860.437;NaN;NaN;-1.07E+02;NaN
11624;860.289;NaN;NaN;-1.07E+02;NaN
11626;860.141;NaN;NaN;-1.07E+02;NaN
11628;859.993;NaN;NaN;-1.07E+02;NaN
11630;859.845;NaN;NaN;-1.07E+02;NaN
11632;859.697;NaN;NaN;-1.07E+02;NaN
11634;859.55;NaN;NaN;-1.08E+02;NaN
11636;859.402;NaN;NaN;-1.08E+02;NaN
11638;859.254;NaN;NaN;-1.08E+02;NaN
11640;859.107;NaN;NaN;-1.08E+02;NaN
11642;858.959;NaN;NaN;-1.08E+02;NaN
11644;858.811;NaN;NaN;-1.08E+02;NaN
11646;858.664;NaN;NaN;-1.08E+02;NaN
11648;858.516;NaN;NaN;-1.08E+02;NaN
11650;858.369;NaN;NaN;-1.08E+02;NaN
11652;858.222;NaN;NaN;-1.09E+02;NaN
11654;858.074;NaN;NaN;-1.09E+02;NaN
11656;857.927;NaN;NaN;-1.09E+02;NaN
11658;857.78;NaN;NaN;-1.09E+02;NaN
11660;857.633;NaN;NaN;-1.09E+02;NaN
11662;857.486;NaN;NaN;-1.09E+02;NaN
11664;857.339;NaN;NaN;-1.09E+02;NaN
11666;857.192;NaN;NaN;-1.09E+02;NaN
11668;857.045;NaN;NaN;-1.09E+02;NaN
11670;856.898;NaN;NaN;-1.09E+02;NaN
11672;856.751;NaN;NaN;-1.10E+02;NaN
11674;856.604;NaN;NaN;-1.10E+02;NaN
11676;856.458;NaN;NaN;-1.10E+02;NaN
11678;856.311;NaN;NaN;-1.10E+02;NaN
11680;856.164;NaN;NaN;-1.10E+02;NaN
11682;856.018;NaN;NaN;-1.10E+02;NaN
11684;855.871;NaN;NaN;-1.10E+02;NaN
11686;855.725;NaN;NaN;-1.10E+02;NaN
11688;855.578;NaN;NaN;-1.10E+02;NaN
11690;855.432;NaN;NaN;-1.10E+02;NaN
11692;855.286;NaN;NaN;-1.10E+02;NaN
11694;855.139;NaN;NaN;-1.11E+02;NaN
11696;854.993;NaN;NaN;-1.11E+02;NaN
11698;854.847;NaN;NaN;-1.11E+02;NaN
11700;854.701;NaN;NaN;-1.11E+02;NaN
11702;854.555;NaN;NaN;-1.11E+02;NaN
11704;854.409;NaN;NaN;-1.11E+02;NaN
11706;854.263;NaN;NaN;-1.11E+02;NaN
11708;854.117;NaN;NaN;-1.11E+02;NaN
11710;853.971;NaN;NaN;-1.11E+02;NaN
11712;853.825;NaN;NaN;-1.11E+02;NaN
11714;853.679;NaN;NaN;-1.11E+02;NaN
11716;853.534;NaN;NaN;-1.12E+02;NaN
11718;853.388;NaN;NaN;-1.12E+02;NaN
11720;853.242;NaN;NaN;-1.12E+02;NaN
11722;853.097;NaN;NaN;-1.12E+02;NaN
11724;852.951;NaN;NaN;-1.12E+02;NaN
11726;852.806;NaN;NaN;-1.12E+02;NaN
11728;852.66;NaN;NaN;-1.12E+02;NaN
11730;852.515;NaN;NaN;-1.12E+02;NaN
11732;852.37;NaN;NaN;-1.12E+02;NaN
11734;852.224;NaN;NaN;-1.12E+02;NaN
11736;852.079;NaN;NaN;-1.13E+02;NaN
11738;851.934;NaN;NaN;-1.13E+02;NaN
11740;851.789;NaN;NaN;-1.13E+02;NaN
11742;851.644;NaN;NaN;-1.13E+02;NaN
11744;851.499;NaN;NaN;-1.13E+02;NaN
11746;851.354;NaN;NaN;-1.13E+02;NaN
11748;851.209;NaN;NaN;-1.13E+02;NaN
11750;851.064;NaN;NaN;-1.13E+02;NaN
11752;850.919;NaN;NaN;-1.13E+02;NaN
11754;850.774;NaN;NaN;-1.13E+02;NaN
11756;850.629;NaN;NaN;-1.13E+02;NaN
11758;850.485;NaN;NaN;-1.14E+02;NaN
11760;850.34;NaN;NaN;-1.14E+02;NaN
11762;850.196;NaN;NaN;-1.14E+02;NaN
11764;850.051;NaN;NaN;-1.14E+02;NaN
11766;849.907;NaN;NaN;-1.14E+02;NaN
11768;849.762;NaN;NaN;-1.14E+02;NaN
11770;849.618;NaN;NaN;-1.14E+02;NaN
11772;849.473;NaN;NaN;-1.14E+02;NaN
11774;849.329;NaN;NaN;-1.14E+02;NaN
11776;849.185;NaN;NaN;-1.14E+02;NaN
11778;849.041;NaN;NaN;-1.15E+02;NaN
11780;848.896;NaN;NaN;-1.15E+02;NaN
11782;848.752;NaN;NaN;-1.15E+02;NaN
11784;848.608;NaN;NaN;-1.15E+02;NaN
11786;848.464;NaN;NaN;-1.15E+02;NaN
11788;848.32;NaN;NaN;-1.15E+02;NaN
11790;848.176;NaN;NaN;-1.15E+02;NaN
11792;848.033;NaN;NaN;-1.15E+02;NaN
11794;847.889;NaN;NaN;-1.15E+02;NaN
11796;847.745;NaN;NaN;-1.15E+02;NaN
11798;847.601;NaN;NaN;-1.16E+02;NaN
11800;847.458;NaN;NaN;-1.16E+02;NaN
11802;847.314;NaN;NaN;-1.16E+02;NaN
11804;847.17;NaN;NaN;-1.16E+02;NaN
11806;847.027;NaN;NaN;-1.16E+02;NaN
11808;846.883;NaN;NaN;-1.16E+02;NaN
11810;846.74;NaN;NaN;-1.16E+02;NaN
11812;846.597;NaN;NaN;-1.16E+02;NaN
11814;846.453;NaN;NaN;-1.16E+02;NaN
11816;846.31;NaN;NaN;-1.16E+02;NaN
11818;846.167;NaN;NaN;-1.16E+02;NaN
11820;846.024;NaN;NaN;-1.16E+02;NaN
11822;845.881;NaN;NaN;-1.17E+02;NaN
11824;845.737;NaN;NaN;-1.17E+02;NaN
11826;845.594;NaN;NaN;-1.17E+02;NaN
11828;845.451;NaN;NaN;-1.17E+02;NaN
11830;845.309;NaN;NaN;-1.17E+02;NaN
11832;845.166;NaN;NaN;-1.17E+02;NaN
11834;845.023;NaN;NaN;-1.17E+02;NaN
11836;844.88;NaN;NaN;-1.17E+02;NaN
11838;844.737;NaN;NaN;-1.17E+02;NaN
11840;844.595;NaN;NaN;-1.17E+02;NaN
11842;844.452;NaN;NaN;-1.17E+02;NaN
11844;844.309;NaN;NaN;-1.17E+02;NaN
11846;844.167;NaN;NaN;-1.17E+02;NaN
11848;844.024;NaN;NaN;-1.18E+02;NaN
11850;843.882;NaN;NaN;-1.18E+02;NaN
11852;843.739;NaN;NaN;-1.18E+02;NaN
11854;843.597;NaN;NaN;-1.18E+02;NaN
11856;843.455;NaN;NaN;-1.18E+02;NaN
11858;843.313;NaN;NaN;-1.18E+02;NaN
11860;843.17;NaN;NaN;-1.18E+02;NaN
11862;843.028;NaN;NaN;-1.18E+02;NaN
11864;842.886;NaN;NaN;-1.18E+02;NaN
11866;842.744;NaN;NaN;-1.18E+02;NaN
11868;842.602;NaN;NaN;-1.18E+02;NaN
11870;842.46;NaN;NaN;-1.18E+02;NaN
11872;842.318;NaN;NaN;-1.19E+02;NaN
11874;842.176;NaN;NaN;-1.19E+02;NaN
11876;842.034;NaN;NaN;-1.19E+02;NaN
11878;841.893;NaN;NaN;-1.19E+02;NaN
11880;841.751;NaN;NaN;-1.19E+02;NaN
11882;841.609;NaN;NaN;-1.19E+02;NaN
11884;841.468;NaN;NaN;-1.19E+02;NaN
11886;841.326;NaN;NaN;-1.19E+02;NaN
11888;841.184;NaN;NaN;-1.19E+02;NaN
11890;841.043;NaN;NaN;-1.19E+02;NaN
11892;840.901;NaN;NaN;-1.19E+02;NaN
11894;840.76;NaN;NaN;-1.19E+02;NaN
11896;840.619;NaN;NaN;-1.19E+02;NaN
11898;840.477;NaN;NaN;-1.19E+02;NaN
11900;840.336;NaN;NaN;-1.20E+02;NaN
11902;840.195;NaN;NaN;-1.20E+02;NaN
11904;840.054;NaN;NaN;-1.20E+02;NaN
11906;839.913;NaN;NaN;-1.20E+02;NaN
11908;839.772;NaN;NaN;-1.20E+02;NaN
11910;839.631;NaN;NaN;-1.20E+02;NaN
11912;839.49;NaN;NaN;-1.20E+02;NaN
11914;839.349;NaN;NaN;-1.20E+02;NaN
11916;839.208;NaN;NaN;-1.20E+02;NaN
11918;839.067;NaN;NaN;-1.20E+02;NaN
11920;838.926;NaN;NaN;-1.20E+02;NaN
11922;838.785;NaN;NaN;-1.20E+02;NaN
11924;838.645;NaN;NaN;-1.20E+02;NaN
11926;838.504;NaN;NaN;-1.20E+02;NaN
11928;838.364;NaN;NaN;-1.21E+02;NaN
11930;838.223;NaN;NaN;-1.21E+02;NaN
11932;838.082;NaN;NaN;-1.21E+02;NaN
11934;837.942;NaN;NaN;-1.21E+02;NaN
11936;837.802;NaN;NaN;-1.21E+02;NaN
11938;837.661;NaN;NaN;-1.21E+02;NaN
11940;837.521;NaN;NaN;-1.21E+02;NaN
11942;837.381;NaN;NaN;-1.21E+02;NaN
11944;837.24;NaN;NaN;-1.21E+02;NaN
11946;837.1;NaN;NaN;-1.21E+02;NaN
11948;836.96;NaN;NaN;-1.21E+02;NaN
11950;836.82;NaN;NaN;-1.21E+02;NaN
11952;836.68;NaN;NaN;-1.21E+02;NaN
11954;836.54;NaN;NaN;-1.21E+02;NaN
11956;836.4;NaN;NaN;-1.21E+02;NaN
11958;836.26;NaN;NaN;-1.21E+02;NaN
11960;836.12;NaN;NaN;-1.22E+02;NaN
11962;835.981;NaN;NaN;-1.22E+02;NaN
11964;835.841;NaN;NaN;-1.22E+02;NaN
11966;835.701;NaN;NaN;-1.22E+02;NaN
11968;835.561;NaN;NaN;-1.22E+02;NaN
11970;835.422;NaN;NaN;-1.22E+02;NaN
11972;835.282;NaN;NaN;-1.22E+02;NaN
11974;835.143;NaN;NaN;-1.22E+02;NaN
11976;835.003;NaN;NaN;-1.22E+02;NaN
11978;834.864;NaN;NaN;-1.22E+02;NaN
11980;834.725;NaN;NaN;-1.22E+02;NaN
11982;834.585;NaN;NaN;-1.22E+02;NaN
11984;834.446;NaN;NaN;-1.22E+02;NaN
11986;834.307;NaN;NaN;-1.22E+02;NaN
11988;834.168;NaN;NaN;-1.22E+02;NaN
11990;834.028;NaN;NaN;-1.23E+02;NaN
11992;833.889;NaN;NaN;-1.23E+02;NaN
11994;833.75;NaN;NaN;-1.23E+02;NaN
11996;833.611;NaN;NaN;-1.23E+02;NaN
11998;833.472;NaN;NaN;-1.23E+02;NaN
12000;833.333;NaN;NaN;-1.23E+02;NaN
12002;833.194;NaN;NaN;-1.23E+02;NaN
12004;833.056;NaN;NaN;-1.23E+02;NaN
12006;832.917;NaN;NaN;-1.23E+02;NaN
12008;832.778;NaN;NaN;-1.23E+02;NaN
12010;832.639;NaN;NaN;-1.23E+02;NaN
12012;832.501;NaN;NaN;-1.23E+02;NaN
12014;832.362;NaN;NaN;-1.23E+02;NaN
12016;832.224;NaN;NaN;-1.23E+02;NaN
12018;832.085;NaN;NaN;-1.24E+02;NaN
12020;831.947;NaN;NaN;-1.24E+02;NaN
12022;831.808;NaN;NaN;-1.24E+02;NaN
12024;831.67;NaN;NaN;-1.24E+02;NaN
12026;831.532;NaN;NaN;-1.24E+02;NaN
12028;831.393;NaN;NaN;-1.24E+02;NaN
12030;831.255;NaN;NaN;-1.24E+02;NaN
12032;831.117;NaN;NaN;-1.24E+02;NaN
12034;830.979;NaN;NaN;-1.24E+02;NaN
12036;830.841;NaN;NaN;-1.24E+02;NaN
12038;830.703;NaN;NaN;-1.24E+02;NaN
12040;830.565;NaN;NaN;-1.24E+02;NaN
12042;830.427;NaN;NaN;-1.24E+02;NaN
12044;830.289;NaN;NaN;-1.24E+02;NaN
12046;830.151;NaN;NaN;-1.24E+02;NaN
12048;830.013;NaN;NaN;-1.24E+02;NaN
12050;829.876;NaN;NaN;-1.25E+02;NaN
12052;829.738;NaN;NaN;-1.25E+02;NaN
12054;829.6;NaN;NaN;-1.25E+02;NaN
12056;829.463;NaN;NaN;-1.25E+02;NaN
12058;829.325;NaN;NaN;-1.25E+02;NaN
12060;829.187;NaN;NaN;-1.25E+02;NaN
12062;829.05;NaN;NaN;-1.25E+02;NaN
12064;828.912;NaN;NaN;-1.25E+02;NaN
12066;828.775;NaN;NaN;-1.25E+02;NaN
12068;828.638;NaN;NaN;-1.25E+02;NaN
12070;828.5;NaN;NaN;-1.25E+02;NaN
12072;828.363;NaN;NaN;-1.25E+02;NaN
12074;828.226;NaN;NaN;-1.25E+02;NaN
12076;828.089;NaN;NaN;-1.25E+02;NaN
12078;827.952;NaN;NaN;-1.25E+02;NaN
12080;827.815;NaN;NaN;-1.25E+02;NaN
12082;827.678;NaN;NaN;-1.26E+02;NaN
12084;827.541;NaN;NaN;-1.26E+02;NaN
12086;827.404;NaN;NaN;-1.26E+02;NaN
12088;827.267;NaN;NaN;-1.26E+02;NaN
12090;827.13;NaN;NaN;-1.26E+02;NaN
12092;826.993;NaN;NaN;-1.26E+02;NaN
12094;826.856;NaN;NaN;-1.26E+02;NaN
12096;826.72;NaN;NaN;-1.26E+02;NaN
12098;826.583;NaN;NaN;-1.26E+02;NaN
12100;826.446;NaN;NaN;-1.26E+02;NaN
12102;826.31;NaN;NaN;-1.26E+02;NaN
12104;826.173;NaN;NaN;-1.26E+02;NaN
12106;826.037;NaN;NaN;-1.26E+02;NaN
12108;825.9;NaN;NaN;-1.26E+02;NaN
12110;825.764;NaN;NaN;-1.26E+02;NaN
12112;825.627;NaN;NaN;-1.26E+02;NaN
12114;825.491;NaN;NaN;-1.27E+02;NaN
12116;825.355;NaN;NaN;-1.27E+02;NaN
12118;825.219;NaN;NaN;-1.27E+02;NaN
12120;825.083;NaN;NaN;-1.27E+02;NaN
12122;824.946;NaN;NaN;-1.27E+02;NaN
12124;824.81;NaN;NaN;-1.27E+02;NaN
12126;824.674;NaN;NaN;-1.27E+02;NaN
12128;824.538;NaN;NaN;-1.27E+02;NaN
12130;824.402;NaN;NaN;-1.27E+02;NaN
12132;824.266;NaN;NaN;-1.27E+02;NaN
12134;824.131;NaN;NaN;-1.27E+02;NaN
12136;823.995;NaN;NaN;-1.27E+02;NaN
12138;823.859;NaN;NaN;-1.27E+02;NaN
12140;823.723;NaN;NaN;-1.27E+02;NaN
12142;823.588;NaN;NaN;-1.27E+02;NaN
12144;823.452;NaN;NaN;-1.27E+02;NaN
12146;823.316;NaN;NaN;-1.27E+02;NaN
12148;823.181;NaN;NaN;-1.27E+02;NaN
12150;823.045;NaN;NaN;-1.27E+02;NaN
12152;822.91;NaN;NaN;-1.27E+02;NaN
12154;822.774;NaN;NaN;-1.27E+02;NaN
12156;822.639;NaN;NaN;-1.27E+02;NaN
12158;822.504;NaN;NaN;-1.27E+02;NaN
12160;822.368;NaN;NaN;-1.27E+02;NaN
12162;822.233;NaN;NaN;-1.28E+02;NaN
12164;822.098;NaN;NaN;-1.28E+02;NaN
12166;821.963;NaN;NaN;-1.28E+02;NaN
12168;821.828;NaN;NaN;-1.28E+02;NaN
12170;821.693;NaN;NaN;-1.28E+02;NaN
12172;821.558;NaN;NaN;-1.28E+02;NaN
12174;821.423;NaN;NaN;-1.28E+02;NaN
12176;821.288;NaN;NaN;-1.28E+02;NaN
12178;821.153;NaN;NaN;-1.28E+02;NaN
12180;821.018;NaN;NaN;-1.28E+02;NaN
12182;820.883;NaN;NaN;-1.28E+02;NaN
12184;820.749;NaN;NaN;-1.28E+02;NaN
12186;820.614;NaN;NaN;-1.28E+02;NaN
12188;820.479;NaN;NaN;-1.28E+02;NaN
12190;820.345;NaN;NaN;-1.28E+02;NaN
12192;820.21;NaN;NaN;-1.28E+02;NaN
12194;820.075;NaN;NaN;-1.28E+02;NaN
12196;819.941;NaN;NaN;-1.28E+02;NaN
12198;819.807;NaN;NaN;-1.28E+02;NaN
