"nom du projet";"nom du site";"nom de la plateforme";"date prélèvement";"profondeur min réelle observée (m)";"profondeur max réelle observée (m)";"chlorophylle a strickland-parsons (µg/l)";"chlorophylle a scor-unesco (µg/l)"
"Suivi des lacs";"Léman";"SHL2";07/10/08;5;5;;"2.79"
"Suivi des lacs";"Léman";"SHL2";07/10/08;"7.5";"7.5";;"4.1"
"Suivi des lacs";"Léman";"SHL2";07/10/08;10;10;;"4.95"
"Suivi des lacs";"Léman";"SHL2";07/10/08;15;15;;"4.97"
"Suivi des lacs";"Léman";"SHL2";07/10/08;20;20;;"5.18"
"Suivi des lacs";"Léman";"SHL2";07/10/08;30;30;;"1.31"
"Suivi des lacs";"Léman";"SHL2";07/28/08;0;0;;"2.41"
"Suivi des lacs";"Léman";"SHL2";07/28/08;1;1;;"3.71"
"Suivi des lacs";"Léman";"SHL2";07/28/08;2;2;;"2.92"
"Suivi des lacs";"Léman";"SHL2";07/28/08;"3.5";"3.5";;"5.56"
"Suivi des lacs";"Léman";"SHL2";07/28/08;5;5;;"3.84"
"Suivi des lacs";"Léman";"SHL2";07/28/08;"7.5";"7.5";;"4.1"
"Suivi des lacs";"Léman";"SHL2";07/28/08;10;10;;"4.7"
"Suivi des lacs";"Léman";"SHL2";07/28/08;15;15;;"4.81"
"Suivi des lacs";"Léman";"SHL2";07/28/08;20;20;;"7.14"
"Suivi des lacs";"Léman";"SHL2";07/28/08;30;30;;"1.94"
"Suivi des lacs";"Léman";"SHL2";08/06/08;0;0;;"3.89"
"Suivi des lacs";"Léman";"SHL2";08/06/08;1;1;;"4.73"
"Suivi des lacs";"Léman";"SHL2";08/06/08;2;2;;"3.67"
"Suivi des lacs";"Léman";"SHL2";08/06/08;"3.5";"3.5";;"3.74"
"Suivi des lacs";"Léman";"SHL2";08/06/08;5;5;;"3.92"
"Suivi des lacs";"Léman";"SHL2";08/06/08;"7.5";"7.5";;"3.92"
"Suivi des lacs";"Léman";"SHL2";08/06/08;10;10;;"5.15"
"Suivi des lacs";"Léman";"SHL2";08/06/08;15;15;;"3.44"
"Suivi des lacs";"Léman";"SHL2";08/06/08;20;20;;"2.91"
"Suivi des lacs";"Léman";"SHL2";08/06/08;30;30;;"1.17"
"Suivi des lacs";"Léman";"SHL2";08/18/08;0;0;;"2.46"
"Suivi des lacs";"Léman";"SHL2";08/18/08;1;1;;"2.81"
"Suivi des lacs";"Léman";"SHL2";08/18/08;2;2;;"3.73"
"Suivi des lacs";"Léman";"SHL2";08/18/08;"3.5";"3.5";;"4.04"
"Suivi des lacs";"Léman";"SHL2";08/18/08;5;5;;"4.8"
"Suivi des lacs";"Léman";"SHL2";08/18/08;"7.5";"7.5";;"7.61"
"Suivi des lacs";"Léman";"SHL2";08/18/08;10;10;;"4.79"
"Suivi des lacs";"Léman";"SHL2";08/18/08;15;15;;"6.46"
"Suivi des lacs";"Léman";"SHL2";08/18/08;20;20;;"2.83"
"Suivi des lacs";"Léman";"SHL2";08/18/08;30;30;;"1.49"
"Suivi des lacs";"Léman";"SHL2";09/09/08;0;0;;"3.79"
"Suivi des lacs";"Léman";"SHL2";09/09/08;1;1;;"3.43"
"Suivi des lacs";"Léman";"SHL2";09/09/08;2;2;;"4.41"
"Suivi des lacs";"Léman";"SHL2";09/09/08;"3.5";"3.5";;"3.6"
"Suivi des lacs";"Léman";"SHL2";09/09/08;5;5;;"4.48"
"Suivi des lacs";"Léman";"SHL2";09/09/08;"7.5";"7.5";;"3.85"
"Suivi des lacs";"Léman";"SHL2";09/09/08;10;10;;"3.89"
"Suivi des lacs";"Léman";"SHL2";09/09/08;15;15;;"3.58"
"Suivi des lacs";"Léman";"SHL2";09/09/08;20;20;;"1.08"
"Suivi des lacs";"Léman";"SHL2";09/09/08;30;30;;"0.11"
"Suivi des lacs";"Léman";"SHL2";09/29/08;0;0;;"3.37"
"Suivi des lacs";"Léman";"SHL2";09/29/08;1;1;;"5.28"
"Suivi des lacs";"Léman";"SHL2";09/29/08;2;2;;"5.45"
"Suivi des lacs";"Léman";"SHL2";09/29/08;"3.5";"3.5";;"5.26"
"Suivi des lacs";"Léman";"SHL2";09/29/08;5;5;;"4.98"
"Suivi des lacs";"Léman";"SHL2";09/29/08;"7.5";"7.5";;"5.31"
"Suivi des lacs";"Léman";"SHL2";09/29/08;10;10;;4
"Suivi des lacs";"Léman";"SHL2";09/29/08;15;15;;"2.61"
"Suivi des lacs";"Léman";"SHL2";09/29/08;20;20;;"1.6"
"Suivi des lacs";"Léman";"SHL2";09/29/08;30;30;;"0.86"
"Suivi des lacs";"Léman";"SHL2";10/15/08;0;0;;"5.81"
"Suivi des lacs";"Léman";"SHL2";10/15/08;1;1;;"6.04"
"Suivi des lacs";"Léman";"SHL2";10/15/08;2;2;;"6.29"
"Suivi des lacs";"Léman";"SHL2";10/15/08;"3.5";"3.5";;"4.78"
"Suivi des lacs";"Léman";"SHL2";10/15/08;5;5;;"3.17"
"Suivi des lacs";"Léman";"SHL2";10/15/08;"7.5";"7.5";;"4.17"
"Suivi des lacs";"Léman";"SHL2";10/15/08;10;10;;5
"Suivi des lacs";"Léman";"SHL2";10/15/08;15;15;;"2.18"
"Suivi des lacs";"Léman";"SHL2";10/15/08;20;20;;"1.86"
"Suivi des lacs";"Léman";"SHL2";10/15/08;30;30;;"0.87"
"Suivi des lacs";"Léman";"SHL2";10/27/08;0;0;;"4.05"
"Suivi des lacs";"Léman";"SHL2";10/27/08;1;1;;"3.96"
"Suivi des lacs";"Léman";"SHL2";10/27/08;2;2;;"4.14"
"Suivi des lacs";"Léman";"SHL2";10/27/08;"3.5";"3.5";;"4.12"
"Suivi des lacs";"Léman";"SHL2";10/27/08;5;5;;"3.46"
"Suivi des lacs";"Léman";"SHL2";10/27/08;"7.5";"7.5";;"3.81"
"Suivi des lacs";"Léman";"SHL2";10/27/08;10;10;;"4.26"
"Suivi des lacs";"Léman";"SHL2";10/27/08;15;15;;"3.78"
"Suivi des lacs";"Léman";"SHL2";10/27/08;20;20;;"0.93"
"Suivi des lacs";"Léman";"SHL2";10/27/08;30;30;;"0.26"
"Suivi des lacs";"Léman";"SHL2";11/04/08;0;0;;"4.54"
"Suivi des lacs";"Léman";"SHL2";11/04/08;1;1;;"4.85"
"Suivi des lacs";"Léman";"SHL2";11/04/08;2;2;;"4.97"
"Suivi des lacs";"Léman";"SHL2";11/04/08;"3.5";"3.5";;"4.93"
"Suivi des lacs";"Léman";"SHL2";11/04/08;5;5;;"4.64"
"Suivi des lacs";"Léman";"SHL2";11/04/08;"7.5";"7.5";;"4.25"
"Suivi des lacs";"Léman";"SHL2";11/04/08;10;10;;"3.78"
"Suivi des lacs";"Léman";"SHL2";11/04/08;15;15;;"3.7"
"Suivi des lacs";"Léman";"SHL2";11/04/08;20;20;;"3.15"
"Suivi des lacs";"Léman";"SHL2";11/04/08;30;30;;"0.4"
"Suivi des lacs";"Léman";"SHL2";12/15/08;0;0;;"2.49"
"Suivi des lacs";"Léman";"SHL2";12/15/08;1;1;;"2.55"
"Suivi des lacs";"Léman";"SHL2";12/15/08;2;2;;"2.68"
"Suivi des lacs";"Léman";"SHL2";12/15/08;"3.5";"3.5";;"2.47"
"Suivi des lacs";"Léman";"SHL2";12/15/08;5;5;;"2.41"
"Suivi des lacs";"Léman";"SHL2";12/15/08;"7.5";"7.5";;"2.5"
"Suivi des lacs";"Léman";"SHL2";12/15/08;10;10;;"2.56"
"Suivi des lacs";"Léman";"SHL2";12/15/08;15;15;;"2.27"
"Suivi des lacs";"Léman";"SHL2";12/15/08;20;20;;"2.38"
"Suivi des lacs";"Léman";"SHL2";12/15/08;30;30;;"2.33"
"Suivi des lacs";"Léman";"SHL2";01/21/09;0;0;;"2.04"
"Suivi des lacs";"Léman";"SHL2";01/21/09;1;1;;"2.28"
"Suivi des lacs";"Léman";"SHL2";01/21/09;2;2;;"2.25"
"Suivi des lacs";"Léman";"SHL2";01/21/09;"3.5";"3.5";;"2.29"
"Suivi des lacs";"Léman";"SHL2";01/21/09;5;5;;"2.34"
"Suivi des lacs";"Léman";"SHL2";01/21/09;"7.5";"7.5";;"2.32"
"Suivi des lacs";"Léman";"SHL2";01/21/09;10;10;;"2.36"
"Suivi des lacs";"Léman";"SHL2";01/21/09;15;15;;"2.34"
"Suivi des lacs";"Léman";"SHL2";01/21/09;20;20;;"2.48"
"Suivi des lacs";"Léman";"SHL2";01/21/09;30;30;;"2.31"
"Suivi des lacs";"Léman";"SHL2";02/16/09;0;0;;"1.73"
"Suivi des lacs";"Léman";"SHL2";02/16/09;1;1;;"1.99"
"Suivi des lacs";"Léman";"SHL2";02/16/09;2;2;;"2.16"
"Suivi des lacs";"Léman";"SHL2";02/16/09;"3.5";"3.5";;"1.9"
"Suivi des lacs";"Léman";"SHL2";02/16/09;5;5;;"2.13"
"Suivi des lacs";"Léman";"SHL2";02/16/09;"7.5";"7.5";;"2.11"
"Suivi des lacs";"Léman";"SHL2";02/16/09;10;10;;"2.11"
"Suivi des lacs";"Léman";"SHL2";02/16/09;15;15;;"1.94"
"Suivi des lacs";"Léman";"SHL2";02/16/09;20;20;;"2.13"
"Suivi des lacs";"Léman";"SHL2";02/16/09;30;30;;"2.36"
"Suivi des lacs";"Léman";"SHL2";03/02/09;0;0;;"1.2"
"Suivi des lacs";"Léman";"SHL2";03/02/09;1;1;;"1.6"
"Suivi des lacs";"Léman";"SHL2";03/02/09;2;2;;"1.57"
"Suivi des lacs";"Léman";"SHL2";03/02/09;"3.5";"3.5";;"1.31"
"Suivi des lacs";"Léman";"SHL2";03/02/09;5;5;;"1.16"
"Suivi des lacs";"Léman";"SHL2";03/02/09;"7.5";"7.5";;"0.75"
"Suivi des lacs";"Léman";"SHL2";03/02/09;10;10;;"1.18"
"Suivi des lacs";"Léman";"SHL2";03/02/09;15;15;;"1.21"
"Suivi des lacs";"Léman";"SHL2";03/02/09;20;20;;"0.95"
"Suivi des lacs";"Léman";"SHL2";03/02/09;30;30;;"0.72"
"Suivi des lacs";"Léman";"SHL2";03/17/09;0;0;;"2.73"
"Suivi des lacs";"Léman";"SHL2";03/17/09;1;1;;"4.09"
"Suivi des lacs";"Léman";"SHL2";03/17/09;2;2;;"4.74"
"Suivi des lacs";"Léman";"SHL2";03/17/09;"3.5";"3.5";;"5.05"
"Suivi des lacs";"Léman";"SHL2";03/17/09;5;5;;"4.86"
"Suivi des lacs";"Léman";"SHL2";03/17/09;"7.5";"7.5";;"4.71"
"Suivi des lacs";"Léman";"SHL2";03/17/09;10;10;;"4.85"
"Suivi des lacs";"Léman";"SHL2";03/17/09;15;15;;"3.83"
"Suivi des lacs";"Léman";"SHL2";03/17/09;20;20;;"3.42"
"Suivi des lacs";"Léman";"SHL2";03/17/09;30;30;;"2.56"
"Suivi des lacs";"Léman";"SHL2";04/06/09;0;0;;"4.9"
"Suivi des lacs";"Léman";"SHL2";04/06/09;1;1;;"6.77"
"Suivi des lacs";"Léman";"SHL2";04/06/09;2;2;;"6.12"
"Suivi des lacs";"Léman";"SHL2";04/06/09;"3.5";"3.5";;"5.6"
"Suivi des lacs";"Léman";"SHL2";04/06/09;5;5;;"4.66"
"Suivi des lacs";"Léman";"SHL2";04/06/09;"7.5";"7.5";;"4.58"
"Suivi des lacs";"Léman";"SHL2";04/06/09;10;10;;"4.58"
"Suivi des lacs";"Léman";"SHL2";04/06/09;15;15;;"4.56"
"Suivi des lacs";"Léman";"SHL2";04/06/09;20;20;;"5.09"
"Suivi des lacs";"Léman";"SHL2";04/06/09;30;30;;"4.4"
"Suivi des lacs";"Léman";"SHL2";04/21/09;0;0;;"5.28"
"Suivi des lacs";"Léman";"SHL2";04/21/09;1;1;;"6.46"
"Suivi des lacs";"Léman";"SHL2";04/21/09;2;2;;"7.75"
"Suivi des lacs";"Léman";"SHL2";04/21/09;"3.5";"3.5";;"8.16"
"Suivi des lacs";"Léman";"SHL2";04/21/09;5;5;;"8.41"
"Suivi des lacs";"Léman";"SHL2";04/21/09;"7.5";"7.5";;"10.11"
"Suivi des lacs";"Léman";"SHL2";04/21/09;10;10;;"7.55"
"Suivi des lacs";"Léman";"SHL2";04/21/09;15;15;;"5.19"
"Suivi des lacs";"Léman";"SHL2";04/21/09;20;20;;"2.92"
"Suivi des lacs";"Léman";"SHL2";04/21/09;30;30;;"1.86"
"Suivi des lacs";"Léman";"SHL2";05/12/09;0;0;;"3.03"
"Suivi des lacs";"Léman";"SHL2";05/12/09;1;1;;"3.65"
"Suivi des lacs";"Léman";"SHL2";05/12/09;2;2;;"4.18"
"Suivi des lacs";"Léman";"SHL2";05/12/09;"3.5";"3.5";;"4.25"
"Suivi des lacs";"Léman";"SHL2";05/12/09;5;5;;"5.13"
"Suivi des lacs";"Léman";"SHL2";05/12/09;"7.5";"7.5";;"4.4"
"Suivi des lacs";"Léman";"SHL2";05/12/09;10;10;;"5.73"
"Suivi des lacs";"Léman";"SHL2";05/12/09;15;15;;"4.58"
"Suivi des lacs";"Léman";"SHL2";05/12/09;20;20;;"2.23"
"Suivi des lacs";"Léman";"SHL2";05/12/09;30;30;;"0.87"
"Suivi des lacs";"Léman";"SHL2";05/25/09;0;0;;"0.68"
"Suivi des lacs";"Léman";"SHL2";05/25/09;1;1;;"1.26"
"Suivi des lacs";"Léman";"SHL2";05/25/09;2;2;;"1.59"
"Suivi des lacs";"Léman";"SHL2";05/25/09;"3.5";"3.5";;"1.84"
"Suivi des lacs";"Léman";"SHL2";05/25/09;5;5;;"1.9"
"Suivi des lacs";"Léman";"SHL2";05/25/09;"7.5";"7.5";;"2.11"
"Suivi des lacs";"Léman";"SHL2";05/25/09;10;10;;"1.7"
"Suivi des lacs";"Léman";"SHL2";05/25/09;15;15;;"2.19"
"Suivi des lacs";"Léman";"SHL2";05/25/09;20;20;;"1.34"
"Suivi des lacs";"Léman";"SHL2";05/25/09;30;30;;"0.67"
"Suivi des lacs";"Léman";"SHL2";06/18/09;0;0;;"1.27"
"Suivi des lacs";"Léman";"SHL2";06/18/09;1;1;;"3.21"
"Suivi des lacs";"Léman";"SHL2";06/18/09;2;2;;"3.28"
"Suivi des lacs";"Léman";"SHL2";06/18/09;"3.5";"3.5";;"3.03"
"Suivi des lacs";"Léman";"SHL2";06/18/09;5;5;;"3.18"
"Suivi des lacs";"Léman";"SHL2";06/18/09;"7.5";"7.5";;"3.11"
"Suivi des lacs";"Léman";"SHL2";06/18/09;10;10;;"4.02"
"Suivi des lacs";"Léman";"SHL2";06/18/09;15;15;;"3.71"
"Suivi des lacs";"Léman";"SHL2";06/18/09;20;20;;"2.92"
"Suivi des lacs";"Léman";"SHL2";06/18/09;30;30;;"1.11"
"Suivi des lacs";"Léman";"SHL2";06/29/09;0;0;;"2.28"
"Suivi des lacs";"Léman";"SHL2";06/29/09;1;1;;"3.08"
"Suivi des lacs";"Léman";"SHL2";06/29/09;2;2;;"6.04"
"Suivi des lacs";"Léman";"SHL2";06/29/09;"3.5";"3.5";;"8.68"
"Suivi des lacs";"Léman";"SHL2";06/29/09;5;5;;"8.52"
"Suivi des lacs";"Léman";"SHL2";06/29/09;"7.5";"7.5";;"7.56"
"Suivi des lacs";"Léman";"SHL2";06/29/09;10;10;;"6.42"
"Suivi des lacs";"Léman";"SHL2";06/29/09;15;15;;"4.59"
"Suivi des lacs";"Léman";"SHL2";06/29/09;20;20;;"2.52"
"Suivi des lacs";"Léman";"SHL2";06/29/09;30;30;;"1.43"
"Suivi des lacs";"Léman";"SHL2";07/06/09;0;0;;"1.83"
"Suivi des lacs";"Léman";"SHL2";07/06/09;1;1;;"4.67"
"Suivi des lacs";"Léman";"SHL2";07/06/09;2;2;;"5.04"
"Suivi des lacs";"Léman";"SHL2";07/06/09;"3.5";"3.5";;"5.57"
"Suivi des lacs";"Léman";"SHL2";07/06/09;5;5;;"9.54"
"Suivi des lacs";"Léman";"SHL2";07/06/09;"7.5";"7.5";;"8.33"
"Suivi des lacs";"Léman";"SHL2";07/06/09;10;10;;"8.78"
"Suivi des lacs";"Léman";"SHL2";07/06/09;15;15;;"5.98"
"Suivi des lacs";"Léman";"SHL2";07/06/09;20;20;;"3.01"
"Suivi des lacs";"Léman";"SHL2";07/06/09;30;30;;"1.38"
"Suivi des lacs";"Léman";"SHL2";07/20/09;0;0;;"3.91"
"Suivi des lacs";"Léman";"SHL2";07/20/09;1;1;;"4.68"
"Suivi des lacs";"Léman";"SHL2";07/20/09;2;2;;"5.23"
"Suivi des lacs";"Léman";"SHL2";07/20/09;"3.5";"3.5";;"6.07"
"Suivi des lacs";"Léman";"SHL2";07/20/09;5;5;;"6.2"
"Suivi des lacs";"Léman";"SHL2";07/20/09;"7.5";"7.5";;"6.01"
"Suivi des lacs";"Léman";"SHL2";07/20/09;10;10;;"6.06"
"Suivi des lacs";"Léman";"SHL2";07/20/09;15;15;;"5.9"
"Suivi des lacs";"Léman";"SHL2";07/20/09;20;20;;"5.52"
"Suivi des lacs";"Léman";"SHL2";07/20/09;30;30;;"0.86"
"Suivi des lacs";"Léman";"SHL2";08/13/09;0;0;;"4.59"
"Suivi des lacs";"Léman";"SHL2";08/13/09;1;1;;5
"Suivi des lacs";"Léman";"SHL2";08/13/09;2;2;;"5.12"
"Suivi des lacs";"Léman";"SHL2";08/13/09;"3.5";"3.5";;"5.43"
"Suivi des lacs";"Léman";"SHL2";08/13/09;5;5;;"5.68"
"Suivi des lacs";"Léman";"SHL2";08/13/09;"7.5";"7.5";;"7.12"
"Suivi des lacs";"Léman";"SHL2";08/13/09;10;10;;"7.56"
"Suivi des lacs";"Léman";"SHL2";08/13/09;15;15;;"11.87"
"Suivi des lacs";"Léman";"SHL2";08/13/09;20;20;;"8.37"
"Suivi des lacs";"Léman";"SHL2";08/13/09;30;30;;"2.86"
"Suivi des lacs";"Léman";"SHL2";08/31/09;0;0;;"2.48"
"Suivi des lacs";"Léman";"SHL2";08/31/09;1;1;;"2.58"
"Suivi des lacs";"Léman";"SHL2";08/31/09;2;2;;"2.42"
"Suivi des lacs";"Léman";"SHL2";08/31/09;"3.5";"3.5";;"2.55"
"Suivi des lacs";"Léman";"SHL2";08/31/09;5;5;;"2.63"
"Suivi des lacs";"Léman";"SHL2";08/31/09;"7.5";"7.5";;"4.45"
"Suivi des lacs";"Léman";"SHL2";08/31/09;10;10;;"7.07"
"Suivi des lacs";"Léman";"SHL2";08/31/09;15;15;;"6.98"
"Suivi des lacs";"Léman";"SHL2";08/31/09;20;20;;"5.2"
"Suivi des lacs";"Léman";"SHL2";08/31/09;30;30;;"1.66"
"Suivi des lacs";"Léman";"SHL2";09/09/09;0;0;;"3.42"
"Suivi des lacs";"Léman";"SHL2";09/09/09;1;1;;"4.41"
"Suivi des lacs";"Léman";"SHL2";09/09/09;2;2;;"4.92"
"Suivi des lacs";"Léman";"SHL2";09/09/09;"3.5";"3.5";;"4.96"
"Suivi des lacs";"Léman";"SHL2";09/09/09;5;5;;"5.25"
"Suivi des lacs";"Léman";"SHL2";09/09/09;"7.5";"7.5";;"5.65"
"Suivi des lacs";"Léman";"SHL2";09/09/09;10;10;;"10.15"
"Suivi des lacs";"Léman";"SHL2";09/09/09;15;15;;"12.05"
"Suivi des lacs";"Léman";"SHL2";09/09/09;20;20;;"11.49"
"Suivi des lacs";"Léman";"SHL2";09/09/09;30;30;;"3.5"
"Suivi des lacs";"Léman";"SHL2";09/21/09;0;0;;"4.62"
"Suivi des lacs";"Léman";"SHL2";09/21/09;1;1;;"5.55"
"Suivi des lacs";"Léman";"SHL2";09/21/09;2;2;;"6.92"
"Suivi des lacs";"Léman";"SHL2";09/21/09;"3.5";"3.5";;"6.3"
"Suivi des lacs";"Léman";"SHL2";09/21/09;5;5;;"6.79"
"Suivi des lacs";"Léman";"SHL2";09/21/09;"7.5";"7.5";;"8.04"
"Suivi des lacs";"Léman";"SHL2";09/21/09;10;10;;"9.71"
"Suivi des lacs";"Léman";"SHL2";09/21/09;15;15;;"7.05"
"Suivi des lacs";"Léman";"SHL2";09/21/09;20;20;;"8.76"
"Suivi des lacs";"Léman";"SHL2";09/21/09;30;30;;"4.95"
"Suivi des lacs";"Léman";"SHL2";10/06/09;0;0;;"1.13"
"Suivi des lacs";"Léman";"SHL2";10/06/09;1;1;;"1.84"
"Suivi des lacs";"Léman";"SHL2";10/06/09;2;2;;"1.98"
"Suivi des lacs";"Léman";"SHL2";10/06/09;"3.5";"3.5";;"1.78"
"Suivi des lacs";"Léman";"SHL2";10/06/09;5;5;;"1.31"
"Suivi des lacs";"Léman";"SHL2";10/06/09;"7.5";"7.5";;"2.47"
"Suivi des lacs";"Léman";"SHL2";10/06/09;10;10;;"1.57"
"Suivi des lacs";"Léman";"SHL2";10/06/09;15;15;;"1.89"
"Suivi des lacs";"Léman";"SHL2";10/06/09;20;20;;"2.23"
"Suivi des lacs";"Léman";"SHL2";10/06/09;30;30;;"2.23"
"Suivi des lacs";"Léman";"SHL2";11/16/09;0;0;;"2.99"
"Suivi des lacs";"Léman";"SHL2";11/16/09;1;1;;"3.35"
"Suivi des lacs";"Léman";"SHL2";11/16/09;2;2;;"3.45"
"Suivi des lacs";"Léman";"SHL2";11/16/09;"3.5";"3.5";;"3.37"
"Suivi des lacs";"Léman";"SHL2";11/16/09;5;5;;"3.33"
"Suivi des lacs";"Léman";"SHL2";11/16/09;"7.5";"7.5";;"3.08"
"Suivi des lacs";"Léman";"SHL2";11/16/09;10;10;;"2.79"
"Suivi des lacs";"Léman";"SHL2";11/16/09;15;15;;"2.79"
"Suivi des lacs";"Léman";"SHL2";11/16/09;20;20;;"2.44"
"Suivi des lacs";"Léman";"SHL2";11/16/09;30;30;;"1.39"
"Suivi des lacs";"Léman";"SHL2";12/07/09;0;0;;"2.38"
"Suivi des lacs";"Léman";"SHL2";12/07/09;1;1;;"2.49"
"Suivi des lacs";"Léman";"SHL2";12/07/09;2;2;;"2.32"
"Suivi des lacs";"Léman";"SHL2";12/07/09;"3.5";"3.5";;"2.45"
"Suivi des lacs";"Léman";"SHL2";12/07/09;5;5;;"2.45"
"Suivi des lacs";"Léman";"SHL2";12/07/09;"7.5";"7.5";;"2.45"
"Suivi des lacs";"Léman";"SHL2";12/07/09;10;10;;"2.6"
"Suivi des lacs";"Léman";"SHL2";12/07/09;15;15;;"2.6"
"Suivi des lacs";"Léman";"SHL2";12/07/09;20;20;;"2.75"
"Suivi des lacs";"Léman";"SHL2";12/07/09;30;30;;"2.66"
"Suivi des lacs";"Léman";"SHL2";01/19/10;0;0;;"1.003"
"Suivi des lacs";"Léman";"SHL2";01/19/10;1;1;;"1.069"
"Suivi des lacs";"Léman";"SHL2";01/19/10;2;2;;"1.09"
"Suivi des lacs";"Léman";"SHL2";01/19/10;"3.5";"3.5";;"1.069"
"Suivi des lacs";"Léman";"SHL2";01/19/10;5;5;;"1.1"
"Suivi des lacs";"Léman";"SHL2";01/19/10;"7.5";"7.5";;"1.11"
"Suivi des lacs";"Léman";"SHL2";01/19/10;10;10;;"1.075"
"Suivi des lacs";"Léman";"SHL2";01/19/10;15;15;;"1.093"
"Suivi des lacs";"Léman";"SHL2";01/19/10;20;20;;"1.108"
"Suivi des lacs";"Léman";"SHL2";01/19/10;30;30;;"1.008"
"Suivi des lacs";"Léman";"SHL2";02/24/10;0;0;;"0.841"
"Suivi des lacs";"Léman";"SHL2";02/24/10;1;1;;"1.671"
"Suivi des lacs";"Léman";"SHL2";02/24/10;2;2;;"1.792"
"Suivi des lacs";"Léman";"SHL2";02/24/10;"3.5";"3.5";;"1.808"
"Suivi des lacs";"Léman";"SHL2";02/24/10;5;5;;"1.729"
"Suivi des lacs";"Léman";"SHL2";02/24/10;"7.5";"7.5";;"1.872"
"Suivi des lacs";"Léman";"SHL2";02/24/10;10;10;;"1.617"
"Suivi des lacs";"Léman";"SHL2";02/24/10;15;15;;"1.375"
"Suivi des lacs";"Léman";"SHL2";02/24/10;20;20;;"1.285"
"Suivi des lacs";"Léman";"SHL2";02/24/10;30;30;;"1.183"
"Suivi des lacs";"Léman";"SHL2";03/29/10;0;0;;"4.612"
"Suivi des lacs";"Léman";"SHL2";03/29/10;1;1;;"9.297"
"Suivi des lacs";"Léman";"SHL2";03/29/10;2;2;;"9.448"
"Suivi des lacs";"Léman";"SHL2";03/29/10;"3.5";"3.5";;"9.361"
"Suivi des lacs";"Léman";"SHL2";03/29/10;5;5;;"8.742"
"Suivi des lacs";"Léman";"SHL2";03/29/10;"7.5";"7.5";;"8.036"
"Suivi des lacs";"Léman";"SHL2";03/29/10;10;10;;"7.42"
"Suivi des lacs";"Léman";"SHL2";03/29/10;15;15;;"6.167"
"Suivi des lacs";"Léman";"SHL2";03/29/10;20;20;;"5.306"
"Suivi des lacs";"Léman";"SHL2";03/29/10;30;30;;"3.058"
"Suivi des lacs";"Léman";"SHL2";04/06/10;0;0;;"4.225"
"Suivi des lacs";"Léman";"SHL2";04/06/10;1;1;;"5.179"
"Suivi des lacs";"Léman";"SHL2";04/06/10;2;2;;"5.681"
"Suivi des lacs";"Léman";"SHL2";04/06/10;"3.5";"3.5";;"6.377"
"Suivi des lacs";"Léman";"SHL2";04/06/10;5;5;;"6.55"
"Suivi des lacs";"Léman";"SHL2";04/06/10;"7.5";"7.5";;"6.042"
"Suivi des lacs";"Léman";"SHL2";04/06/10;10;10;;"5.947"
"Suivi des lacs";"Léman";"SHL2";04/06/10;15;15;;"4.469"
"Suivi des lacs";"Léman";"SHL2";04/06/10;20;20;;"3.553"
"Suivi des lacs";"Léman";"SHL2";04/06/10;30;30;;"2.936"
"Suivi des lacs";"Léman";"SHL2";04/19/10;0;0;;"11.726"
"Suivi des lacs";"Léman";"SHL2";04/19/10;1;1;;"16.399"
"Suivi des lacs";"Léman";"SHL2";04/19/10;2;2;;"16.708"
"Suivi des lacs";"Léman";"SHL2";04/19/10;"3.5";"3.5";;"16.591"
